Local authority name,Local authority code,Local authority website URL,Service name,Service URL,Operator name,Operator URL,Catalogue URL,Android app URL,iOS app URL,Email,Phone,New member URL,Libraries URL,Mobile libraries URL,Home service URL,Computer access URL,Wifi access URL,Fees and charges URL,Child fine,Adult fine,Fine interval,Fine notes,Fine free URL,Childrens service URL,Instagram name,Facebook page name,Twitter handle,YouTube ID,Flickr ID,Events URL,Eventbrite ID,Google calendar ID,Blog URL,Blog RSS feed,News URL,News signup URL,News RSS feed,Podcast name,Podcast URL,Podcast RSS feed,Borrowbox ID,Borrowbox offer,Overdrive name,Overdrive offer,RBDigital name,RBDigital offer,cloudLibrary name,cloudLibrary offer,uLibrary name,uLibrary offer,Ebook info URL,Audiobook info URL,Emagazines info URL,Ebook supplier,Ebook URL,Audiobook supplier,Audiobook URL,Library management system supplier,Library management system,Online catalogue system,Events,Time to read library,Library notification,Services,Green library
Kingston upon Hull,E06000010,,,https://www.hcandl.co.uk/libraries,,,https://hull.sirsidynix.net.uk/,,,,,https://www.hcandl.co.uk/libraries/join-library,https://www.hcandl.co.uk/libraries/your-local-library,,https://www.hcandl.co.uk/libraries/your-local-library/home-library-service,https://www.hcandl.co.uk/libraries/computers-and-printing/computers-and-wifi,https://www.hcandl.co.uk/libraries/computers-and-printing/computers-and-wifi,https://www.hcandl.co.uk/libraries/join-library/fees-and-charges,£0.20,£0.20,Day,,,,hulllibraries,hulllibraries,hull_libraries,UC0Gn8oia6ERh1xNVYkDpr6A,,https://www.hcandl.co.uk/libraries/events-and-workshops/events-and-workshops,hull-libraries-14573965599,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4315,RBDigital,https://hull.rbdigitalglobal.com/,SirsiDynix,Symphony,iLink,,,,,
Kingston upon Thames,E09000021,,,https://www.kingston.gov.uk/libraries,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/kingston,https://play.google.com/store/apps/details?id=uk.co.solus.LLC,https://apps.apple.com/us/app/my-library-app/id1475794558?ls=1,,,https://www.kingston.gov.uk/info/200208/libraries/307/join_the_library,https://llc.ent.sirsidynix.net.uk/client/en_GB/kingston/?rm=BRANCHES4%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,https://www.kingston.gov.uk/info/200208/libraries/313/community_library_service,https://www.kingston.gov.uk/info/200208/libraries/310/library_computers,,https://libraries.kingston.gov.uk/digital-content/libraries/library-rules-policies-notices/fees-charges,£0.27,£0.27,Day,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/kingston/?rm=CHILDREN+AND+T0%7C%7C%7C1%7C%7C%7C1%7C%7C%7Ctrue,,,kinglibheritage,,,https://www.kingston.gov.uk/events/200208/libraries,,,,,https://www.kingston.gov.uk/news/200208/libraries,,https://www.kingston.gov.uk/rss/200208/news,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?fromPage=1&b2bSite=3543,Overdrive,https://llc.overdrive.com/,SirsiDynix,Symphony,Enterprise,,,,,
Kirklees,E08000034,,,https://www.kirklees.gov.uk/beta/leisure-and-culture.aspx#libraries,,,https://kir.ent.sirsidynix.net.uk/client/en_GB/default/,,, frontline.services@kirklees.gov.uk,01484 414868,https://www.kirklees.gov.uk/beta/libraries/kirklees-libraries.aspx,https://www.kirklees.gov.uk/beta/libraries/library-locations-and-times.aspx,,https://www.kirklees.gov.uk/beta/libraries/home-library-service.aspx,https://www.kirklees.gov.uk/beta/libraries/computer-and-internet-access.aspx,https://www.kirklees.gov.uk/beta/libraries/computer-and-internet-access.aspx,https://www.kirklees.gov.uk/beta/libraries/holidays-and-charges.aspx,£0.00,£0.00,,,,https://www.kirklees.gov.uk/beta/libraries/children-and-young-people.aspx,kirkleeslibraries,kirkleeslibraries,KirkleesLibrary,UCOHGa_s7w-124ex4d0BdjFw,,https://www.ticketsource.co.uk/kirkleeslibraries,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://kirklees.overdrive.com/,Overdrive,https://kirklees.overdrive.com/,SirsiDynix,Symphony,Enterprise,,,,,checked
Knowsley,E08000011,,,https://www.knowsley.gov.uk/residents/libraries,,,https://yourlibrary.knowsley.gov.uk,,,,,https://www.knowsley.gov.uk/residents/libraries/join-a-library,https://www.knowsley.gov.uk/residents/libraries/find-your-local-library,,https://yourlibrary.knowsley.gov.uk/home-delivery-service/,,,https://yourlibrary.knowsley.gov.uk/using-your-library__trashed/summary-of-charges-for-using-your-library/,£0.00,£0.00,,,,https://yourlibrary.knowsley.gov.uk/2020/04/03/free-online-resources-to-keep-them-amused/,,knowsleylibraries,Knowsleylib,,,https://yourlibrary.knowsley.gov.uk/,,tfp83t0digd7hjtqeugv58egkc,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6380,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6380,PTFS Europe,Koha,Koha,Reading,checked,,,
Lambeth,E09000022,,,https://www.lambeth.gov.uk/leisure-parks-and-libraries/libraries,,,https://libraries.lambeth.gov.uk,,,libraries@lambeth.gov.uk,020 7926 0750,https://www.lambeth.gov.uk/leisure-parks-and-libraries/libraries/join-a-library,https://www.lambeth.gov.uk/leisure-parks-and-libraries/libraries/find-a-lambeth-library,,https://www.lambeth.gov.uk/leisure-parks-and-libraries/libraries/apply-for-the-library-Home-Visit-Service,https://www.lambeth.gov.uk/leisure-parks-and-LIBRAries/libraries/book-a-library-computer,https://www.lambeth.gov.uk/leisure-parks-and-libraries/guidance-for-using-lambeth-libraries,https://www.lambeth.gov.uk/libraries-archives/libraries-fees-charges,£0.30,£0.30,Day,,,,,,lamlibs,,,https://www.lambeth.gov.uk/leisure-parks-and-libraries/regular-events-in-libraries,,,,,,,,,,,,,,,,,,,,,,,,RBDigital,https://lambeth.rbdigitalglobal.com/,RBDigital,https://lambeth.rbdigitalglobal.com/,Axiell,Spark,Arena,Quiz,,,,checked
Lancashire,E10000017,,,https://www.lancashire.gov.uk/libraries,,,https://prism.librarymanagementcloud.co.uk/lancashire,,,,,https://www.lancashire.gov.uk/libraries-and-archives/libraries/library-services/?page=2,https://www.lancashire.gov.uk/libraries-and-archives/libraries/search-for-a-library/,https://www.lancashire.gov.uk/libraries-and-archives/libraries/mobile-library/,https://www.lancashire.gov.uk/libraries-and-archives/libraries/home-library-service/,https://www.lancashire.gov.uk/libraries-and-archives/libraries/computers-and-wi-fi-in-libraries/,https://www.lancashire.gov.uk/libraries-and-archives/libraries/computers-and-wi-fi-in-libraries/,https://www.lancashire.gov.uk/libraries-and-archives/libraries/library-services/library-charges/,£0.00,£0.30,Day,,,,,lancslibraries,lancslibraries,,,https://www.lancashire.gov.uk/events/,,,,,,,,,,,5070,"Ebooks,Audiobooks",,,,,,,,,,,,Bolinda,https://www.lancashire.gov.uk/libraries-and-archives/libraries/digital-library/?page=3,Bolinda,https://www.lancashire.gov.uk/libraries-and-archives/libraries/digital-library/?page=3,Capita,Alto,Prism,,checked,,,checked
Leeds,E08000035,,,https://www.leeds.gov.uk/leisure/libraries,,,https://leeds.ent.sirsidynix.net.uk/client/en_GB/default,https://play.google.com/store/apps/details?id=uk.co.solus.leedslibraries,https://itunes.apple.com/gb/app/leeds-libraries/id588972968,,,https://www.leeds.gov.uk/leisure/libraries/joining-the-library,https://www.leeds.gov.uk/leisure/libraries/your-library,https://www.leeds.gov.uk/leisure/libraries/mobile-library-service,https://www.leeds.gov.uk/leisure/libraries/library-at-home-service,https://www.leeds.gov.uk/leisure/libraries/computers-and-learning,,https://www.leeds.gov.uk/libraries/library-charges,£0.00,£0.00,,,,https://www.leeds.gov.uk/leisure/libraries/children-and-young-peoples-services,leedslibraries,leedslibraries,leedslibraries,UCIjvSRzIU5NjljlVqJ7ndCA,,https://www.ticketsource.co.uk/leedslibraryevents,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6050,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6050,SirsiDynix,Symphony,Enterprise,,,,,checked
Leicester,E06000016,,,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/,,,https://bookfinder.leicester.gov.uk/web/arena,,,,0116 454 3540,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/join-a-library/,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/find-a-library/,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/children-and-young-people/bookbuses-childrens-mobile-libraries/,https://mychoice.leicester.gov.uk/Services/2560/Home-Library-Service,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/computers-internet-and-wifi/,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/computers-internet-and-wifi/,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/join-a-library/charges/,£0.25,£0.25,Day,,,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/children-and-young-people/,,,,,,https://www.leicester.gov.uk/your-community/libraries-and-community-centres/libraries/events-news-and-reading/,,,,,,https://newsletter.leicester.gov.uk/t/36CU-10SA2-EE2BLJBB4B/cr.aspx,,,,,,,,,,,,,,,,,,Overdrive,https://leicesteruk.overdrive.com/,Ulverscroft,https://leicestercity.ulverscroftulibrary.com/,Axiell,Spark,Arena,,,,,
Leicestershire,E10000018,,,https://www.leicestershire.gov.uk/leisure-and-community/libraries,,,https://emlib.ent.sirsidynix.net.uk/client/en_GB/leics/,,,,,https://www.leicestershire.gov.uk/leisure-and-community/libraries/join-the-library,https://www.leicestershire.gov.uk/leisure-and-community/libraries/find-a-library,https://www.leicestershire.gov.uk/leisure-and-community/libraries/mobile-library-routes,https://www.leicestershire.gov.uk/leisure-and-community/libraries/the-home-library-service,https://www.leicestershire.gov.uk/leisure-and-community/libraries/book-a-computer-to-use-at-a-library,,https://www.leicestershire.gov.uk/leisure-and-community/libraries/using-library-services/library-fees-and-charges,£0.05,£0.25,Day,,,https://www.leicestershire.gov.uk/leisure-and-community/libraries/bookstart,,yourlibrary,leicslibraries,,,https://en-gb.facebook.com/pg/yourlibrary/events/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4731,RBDigital,https://leicestershire.rbdigitalglobal.com/,SirsiDynix,Symphony,Portfolio,,,,,
Lewisham,E09000023,,,https://lewisham.gov.uk/myservices/libraries,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/lewisham,https://play.google.com/store/apps/details?id=uk.co.solus.LLC,https://apps.apple.com/us/app/my-library-app/id1475794558?ls=1,libraries@lewisham.gov.uk,03333 704 700,https://lewisham.gov.uk/myservices/libraries/using-the-library/join-the-library,https://lewisham.gov.uk/myservices/libraries/branches,,https://lewisham.gov.uk/myservices/libraries/home-library-service,https://lewisham.gov.uk/myservices/libraries/using-the-library/free-internet-access-in-libraries,https://lewisham.gov.uk/myservices/libraries/using-the-library/free-wifi-access-in-libraries,https://lewisham.gov.uk/myservices/libraries/using-the-library/library-charges-and-fines,£0.20,£0.20,Day,May have gone fine free,,https://lewisham.gov.uk/myservices/libraries/young-people,LewishamLibraries,LewishamLibraries,LewishamLibs,UC6ceqX7wRgfUkN00twPlsgw,,https://lewisham.gov.uk/myservices/libraries/branches/lewisham-library/whats-on-at-lewisham-library,5897792565,,http://lewishamlibraries.blogspot.com/,http://lewishamlibraries.blogspot.com/feeds/posts/default?alt=rss,,,,,,,,,,,,,,,,,,,,Overdrive,https://lewisham.overdrive.com/,RBDigital,https://llc.rbdigitalglobal.com/discovery/eAudio,SirsiDynix,Symphony,Enterprise,,,,,checked
Lincolnshire,E10000019,,,https://www.lincolnshire.gov.uk/libraries-archives/lincolnshire-library-service,,,https://prism.librarymanagementcloud.co.uk/lincolnshire,,,LincsLibrary.Support@gll.org,01522 782010,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/JOIN?HOMEPRMS=GENPARAMS,https://www.lincolnshire.gov.uk/findalibrary,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/MOBILES_2019?HOMEPRMS=GENPARAMS,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/MOBILES_2019?HOMEPRMS=GENPARAMS,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/ITC?HOMEPRMS=GENPARAMS,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/ITC?HOMEPRMS=GENPARAMS,https://www.better.org.uk/library/lincolnshire/boston-library/fees,£0.25,£0.25,Day,,,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/BOOKSTART?HOMEPRMS=GENPARAMS,,lincslibraries,lincslibraries,,,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/WHATSON?HOMEPRMS=GENPARAMS,,,,,https://lincolnshire.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/WHATSON?HOMEPRMS=GENPARAMS,,,,,,,,,,,,,,,,,,,Overdrive,https://lincolnshirelibraries.overdrive.com/,RBDigital,https://lincolnshire.rbdigitalglobal.com/,Civica,Spydus,Spydus,,,,,checked
Liverpool,E08000012,,,https://liverpool.gov.uk/libraries/,,,https://prism.librarymanagementcloud.co.uk/liverpool,,,,0151 233 3069,https://liverpool.gov.uk/libraries/join-a-library/,https://liverpool.gov.uk/libraries/,,https://liverpool.gov.uk/libraries/join-a-library/,https://liverpool.gov.uk/libraries/other-resources/internet-access-in-liverpool-libraries/,https://liverpool.gov.uk/libraries/other-resources/internet-access-in-liverpool-libraries/,https://liverpool.gov.uk/libraries/join-and-membership-information/fees-and-charges/,£0.00,£0.10,Day,,,https://liverpool.gov.uk/libraries/other-resources/childrens-library-resources/,liverpoollibraries,liverpoollibraries,Liverpoollib,UCUAPI_5nYuwZUI633kW5YdQ,,https://calendar.google.com/calendar/embed?src=g5ek34s3elat974vg1il615atc@group.calendar.google.com&ctz=Europe/London&gsessionid=0tX-4xTs5__Ra7BR39X9Hg&mode=agenda,,g5ek34s3elat974vg1il615atc,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://liverpool.overdrive.com/,Overdrive,https://liverpool.overdrive.com/,Capita,Alto,Prism,,checked,,,checked
Luton,E06000032,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton/?,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton,https://play.google.com/store/apps/details?id=uk.co.solus.LutonLibraries,https://apps.apple.com/us/app/luton-libraries/id1082544630,libraryinfo@lutonlibraries.co.uk,01582 547418,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton/?rm=JOIN+THE+LIBRA2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton/?rm=FIND+A+LIBRARY0%7C%7C%7C1%7C%7C%7C2%7C%7C%7Ctrue,,https://www.activeluton.co.uk/luton-libraries,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton/?rm=FIND+A+LIBRARY0%7C%7C%7C1%7C%7C%7C2%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton/?rm=FIND+A+LIBRARY0%7C%7C%7C1%7C%7C%7C2%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/luton/?rm=COMPUTERS+AND+2%7C%7C%7C1%7C%7C%7C7%7C%7C%7Ctrue,£0.00,£0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://llc.overdrive.com/,RBDigital,http://llc.rbdigitalglobal.com/,SirsiDynix,Symphony,Enterprise,,,,,checked
Manchester,E08000003,,,https://www.manchester.gov.uk/libraries,,,https://manchester.spydus.co.uk/,https://play.google.com/store/apps/details?id=uk.co.solus.manchesterlibraries,https://itunes.apple.com/gb/app/manchester-libraries/id588973651,libraries@manchester.gov.uk,0161 234 1983,https://www.manchester.gov.uk/info/200062/libraries/6701/look_for_reserve_or_renew_an_item,https://secure.manchester.gov.uk/directory/14/libraries,,https://www.manchester.gov.uk/info/200062/libraries/5598/books_to_go,https://www.manchester.gov.uk/info/200062/libraries/86/use_wifi_or_a_library_computer,https://www.manchester.gov.uk/info/200062/libraries/86/use_wifi_or_a_library_computer,https://www.manchester.gov.uk/info/200062/libraries/524/charges_and_fines,£0.00,£0.00,,,,https://www.manchester.gov.uk/info/449/children_and_young_people/466/what_we_have_for_children_in_libraries/2,manclib_archives,manchesterlibraries,manclibraries,UCOV9hZgzBO3hMPmZp8JPlcA,,https://secure.manchester.gov.uk/site/custom_scripts/events_search.php?searchresults=yes&dateType=anydate&date=&startDate=&endDate=&location=Anywhere&categories%5B%5D=500280,1789184229,,https://manclibraries.blog/,https://manclibraries.blog/feed/,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3986,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3986,Civica,Spydus,Spydus,Reading,checked,,,checked
Medway,E06000035,,,https://www.medway.gov.uk/info/200181/libraries,,,https://medway.spydus.co.uk ,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile ,https://apps.apple.com/gb/app/spydus-mobile/id657672156,,01634 337 799,https://www.medway.gov.uk/info/200181/libraries/53/join_the_library/1,https://www.medway.gov.uk/directory/6/find_a_library,https://www.medway.gov.uk/info/200181/libraries/61/mobile_libraries,https://www.medway.gov.uk/info/200181/libraries/62/deliveries_to_residential_homes_and_sheltered_housing/1,https://www.medway.gov.uk/info/200181/libraries/55/internet_and_computer_use/1,https://www.medway.gov.uk/info/200181/libraries/55/internet_and_computer_use/1,https://www.medway.gov.uk/info/200181/libraries/56/library_fees_and_charges/1,£0.00,£0.25,Day,,,https://medway.overdrive.com/library/kids,,medwaylibraries,medwaylibraries,,,https://www.medway.gov.uk/info/200361/library_events,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://medway.overdrive.com,Overdrive,https://medway.overdrive.com,Civica,Spydus,Spydus,,,,,
Merthyr Tydfil,W06000024,,,https://wellbeingmerthyr.co.uk/venues/libraries/,,,https://prism.librarymanagementcloud.co.uk/merthyr,,,library.services@merthyr.gov.uk,01685 725258 ,https://wellbeingmerthyr.co.uk/venues/libraries/how-to-join/,      https://wellbeingmerthyr.co.uk/venues/libraries/,,,,,,£0.00,£0.00,,,,https://www.merthyrlibraries.co.uk/kids-zone.aspx,,MerthyrTydfilLibraries,merthyrlibrary,,,https://www.merthyrlibraries.co.uk/whats-on.aspx,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4114,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4114,Capita,Alto,Prism,,,,,
Merton,E09000024,,,https://libraries.merton.gov.uk/,,,https://libraries.merton.gov.uk/client/en_GB/merton,https://play.google.com/store/apps/details?id=uk.co.solus.LLC.MertonLibraries,https://apps.apple.com/us/app/merton-libraries/id1479845360?ls=1,library.enquiries@merton.gov.uk,020 8274 5910,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=JOIN+THE+LIBRA2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=BRANCHES2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=HOME+VISITS+SE0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=COMPUTERS+AND+1%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=COMPUTERS+AND+1%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=FEES+AND+CHARG0%7C%7C%7C1%7C%7C%p7C0%7C%7C%7Ctrue,£0.27,£0.27,Day,,,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=FEES%20AND%20CHARG0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,mertonlibraries,mertonlibraries,,,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=EVENTS1%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,,,,https://libraries.merton.gov.uk/client/en_GB/merton/?rm=NEWS+AND+UPDAT0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,,,,,,,,,,,,,,,,,,Overdrive,https://llc.overdrive.com/,RBDigital,https://llc.rbdigitalglobal.com/,SirsiDynix,Symphony,Enterprise,,,,,checked
Middlesbrough,E06000002,,,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries,,,https://libraries.middlesbrough.gov.uk/,,,Central_Lending@middlesbrough.gov.uk,01642 729002,https://libraries.middlesbrough.gov.uk/cgi-bin/koha/opac-memberentry.pl,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries,,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries/your-library-services/books-wheels-service,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries/your-library-services/computer-facilities,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries/your-library-services/computer-facilities,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries/your-library-services/fees-and-charges-middlesbrough-libraries,£0.18,£0.18,Day,Possibly removed fines,,https://www.middlesbrough.gov.uk/leisure-events-libraries-and-hubs/community-hubs-and-libraries/your-library-services/services-families-and-young-people,,BoroLibraries,borolibraries,,,https://libraries.middlesbrough.gov.uk/cgi-bin/koha/pages.pl?p=events,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6383,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6383,PTFS Europe,Koha,Koha,,,,,checked
Midlothian,S12000019,,,https://www.midlothian.gov.uk/libraries,,,https://libraries.midlothian.gov.uk,,,library.hq@midlothian.gov.uk,0131 271 3980,https://www.midlothian.gov.uk/info/1594/using_the_library/5/join_the_library,https://www.midlothian.gov.uk/directory/6/libraries,https://www.midlothian.gov.uk/info/427/libraries/446/mobile_library,,https://www.midlothian.gov.uk/info/1594/using_the_library/23/get_online,https://www.midlothian.gov.uk/info/1594/using_the_library/23/get_online,https://www.midlothian.gov.uk/info/1594/using_the_library/170/library_fines_and_charges,£0.00,£0.00,,,,https://libraries.midlothian.gov.uk/web/arena/children-young-people,,MidlothianLibraries,MidLibraries,,,https://www.midlothian.gov.uk/events/427/libraries,,,,,https://www.midlothian.gov.uk/news/427/libraries,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=5351&browseItemId=384429&fromPage=1,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productOverview.html?b2bSite=5351&browseItemId=384429&fromPage=1,Axiell,OpenGalaxy,Arena,,,,,
Milton Keynes,E06000042,,,https://www.milton-keynes.gov.uk/libraries,,,https://miltonkeynes.spydus.co.uk,,,library.enquiries@milton-keynes.gov.uk,01908 254050,https://www.milton-keynes.gov.uk/libraries/about-libraries/join-the-library,https://www.milton-keynes.gov.uk/libraries/about-libraries/library-locations,https://www.milton-keynes.gov.uk/libraries/library-community/mobile-library-service,,https://www.milton-keynes.gov.uk/libraries/it-services/computers-and-printing,https://www.milton-keynes.gov.uk/libraries/it-services/computers-and-printing,https://www.milton-keynes.gov.uk/libraries/library-info/library-charges,£0.50,£0.50,Day,,,https://www.milton-keynes.gov.uk/libraries/children-and-teens,,MiltonKeynesLibraries,MKLibraries,,,https://www.milton-keynes.gov.uk/libraries/library-news-and-events/what-s-on,,,,,https://www.milton-keynes.gov.uk/libraries/library-news-and-events/mkl-news,,,,,,,,,,,,,,,,,,,RBDigital,https://miltonkeynes.rbdigitalglobal.com/,RBDigital,https://miltonkeynes.rbdigitalglobal.com/,Civica,Spydus,Spydus,,,,,
Monmouthshire,W06000021,,,https://www.monmouthshire.gov.uk/community-hubs-libraries/,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/mmou_en/,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,,01633 644644,https://wales.ent.sirsidynix.net.uk/client/en_GB/mmou_en/?rm=MONMOUTHSHIRE+0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.monmouthshire.gov.uk/community-hubs-libraries/,,,https://www.monmouthshire.gov.uk/community-hubs-libraries/whats-in-my-library/getting-online/,https://www.monmouthshire.gov.uk/community-hubs-libraries/whats-in-my-library/getting-online/,https://www.monmouthshire.gov.uk/app/uploads/2016/04/Charges-2016-2017.pdf,£0.00,£0.00,,,,https://www.monmouthshire.gov.uk/community-hubs-libraries/whats-on-at-the-community-hubs/,,,monhubs,UCHHbZsx03Wog5ieEkNOMP5A,,https://www.monmouthshire.gov.uk/community-hubs-libraries/whats-on-at-the-community-hubs/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4192,RBDigital,https://monmouthshire.rbdigitalglobal.com/,SirsiDynix,Symphony,Portfolio,,,,,
Moray,S12000020,,,http://www.moray.gov.uk/moray_standard/page_1472.html,,,https://prism.librarymanagementcloud.co.uk/moray,https://play.google.com/store/apps/details?id=uk.co.solus.moraylibraries,https://itunes.apple.com/gb/app/moray-libraries/id594425132,elgin.library@moray.gov.uk,01343 562603,http://www.moray.gov.uk/moray_standard/page_1473.html,http://www.moray.gov.uk/moray_standard/page_41162.html,http://www.moray.gov.uk/moray_standard/page_1483.html,http://www.moray.gov.uk/moray_standard/page_1482.html,http://www.moray.gov.uk/moray_standard/page_48870.html,,http://www.moray.gov.uk/moray_standard/page_1478.html,£0.00,£0.00,,,,http://www.moray.gov.uk/moray_standard/page_46193.html,,moraylibraries,librariesmoray,UCg5Lx8RMHcjmjdRfxDPiX0g,,http://www.moray.gov.uk/moray_standard/page_59186.html,,,,,http://www.moray.gov.uk/moray_standard/page_1535.html,,,,,,,,,,,,,,,,,,,RBDigital,https://moray.rbdigitalglobal.com/,RBDigital,https://moray.rbdigitalglobal.com/,Capita,Alto,Prism,,,,,
