Local authority,Library name,Address 1,Address 2,Address 3,Postcode,Unique property reference number,Statutory,Type of library,Year opened,Year closed,Monday staffed hours,Tuesday staffed hours,Wednesday staffed hours,Thursday staffed hours,Friday staffed hours,Saturday staffed hours,Sunday staffed hours,Monday unstaffed hours,Tuesday unstaffed hours,Wednesday unstaffed hours,Thursday unstaffed hours,Friday unstaffed hours,Saturday unstaffed hours,Sunday unstaffed hours,Special hours,Co-located,Co-located with,Notes,URL,Email address
Essex County Council,Stansted Library,"Crafton Green, 72 Chapel Hill",Stansted Mountfitchet,Essex,CM24 8AQ,,Yes,LAL,,,00:00-00:00,09:00-13:00,14:00-17:00,14:00-18:00,00:00-00:00,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/stansted-library/,stansted.library@essex.gov.uk
Essex County Council,Stanway Library,10 Villa Road,Colchester,Essex,CO3 0RH,,Yes,LAL,,,09:00-13:00,13:00-17:00,00:00-00:00,13:00-17:00,00:00-00:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/stanway-library/,stanway.library@essex.gov.uk
Essex County Council,Stock Library,Swan Lane,Ingatestone,Essex,CM4 9BQ,,Yes,LAL,,,00:00-00:00,14:00-18:00,00:00-00:00,09:00-18:00,00:00-00:00,09:00-12:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/stock-library/,stock.library@essex.gov.uk
Essex County Council,Thaxted Library,7 Town Street,Dunmow,Essex,CM6 2LD,,Yes,LAL,,,09:00-12:30,14:00-17:00,00:00-00:00,14:00-17:00,09:00-16:00,09:30-12:30,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/thaxted-library/,thaxted.library@essex.gov.uk
Essex County Council,Tiptree Library,Rectory Road,Colchester,Essex,CO5 0SX,,Yes,LAL,,,14:00-17:00,10:00-17:00,00:00-00:00,10:00-19:00,00:00-00:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/tiptree-library/,tiptree.library@essex.gov.uk
Essex County Council,Tye Green Library,Tilegate Road,Harlow,Essex,CM18 6LU,,Yes,LAL,,,00:00-00:00,10:00-16:00,00:00-00:00,10:00-16:00,10:00-16:00,10:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/tye-green-library/,tyegreen.library@essex.gov.uk
Essex County Council,Vange Library,Southview Road,Basildon,Essex,SS16 4ET,,Yes,LAL,,,10:00-16:00,10:00-16:00,00:00-00:00,10:00-16:00,00:00-00:00,10:00-16:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/vange-library/,vange.library@essex.gov.uk
Essex County Council,Waltham Abbey Library,37 Sun Street,Waltham Abbey,Essex,EN9 1EL,,Yes,LAL,,,09:00-17:30,09:00-17:30,09:00-17:30,00:00-00:00,09:00-17:30,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/waltham-abbey-library/,walthamabbey.library@essex.gov.uk
Essex County Council,Walton Library,52 High Street,Walton-on-the-Naze,Essex,CO14 8AE,,Yes,LAL,,,13:00-17:00,00:00-00:00,13:00-17:00,09:00-13:00,00:00-00:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/walton-library/,walton.library@essex.gov.uk
Essex County Council,West Clacton Library,Jaywick Lane,Clacton-on-Sea,Essex,CO16 8BE,10007935090,Yes,LAL,,,09:00-15:00,09:00-17:00,09:00-15:00,09:00-17:00,09:00-15:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/west-clacton-library/,west.clactonlibrary@essex.gov.uk
Essex County Council,West Mersea Library,13 High Street,Colchester,Essex,CO5 8QA,,Yes,LAL,,,00:00-00:00,09:30-19:00,00:00-00:00,09:30-17:00,09:30-12:30,09:30-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/west-mersea-library/,westmersea.library@essex.gov.uk
Essex County Council,Wickford Library,Market Road,Wickford,Essex,SS12 0AG,,Yes,LAL,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/wickford-library/,wickford.library@essex.gov.uk
Essex County Council,Wickham Bishops Library,School Road,Witham,Essex,CM8 3NU,,Yes,LAL,,,14:00-18:00,00:00-00:00,14:00-18:00,00:00-00:00,00:00-00:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/wickham-bishops-library/,wickhambishops.library@essex.gov.uk
Essex County Council,Witham Library,18 Newland Street,Witham,Essex,CM8 2AQ,,Yes,LAL,,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,Colchester Institute,,https://libraries.essex.gov.uk/library-locations-and-opening-times/witham-library/,witham.library@essex.gov.uk
Essex County Council,Wivenhoe Library,104-6 High Street,Wivenhoe,Essex,CO7 9AB,,Yes,LAL,,,00:00-00:00,14:00-19:00,00:00-00:00,14:00-19:00,10:00-13:00,10:00-17:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/wivenhoe-library/,wivenhoe.library@essex.gov.uk
Essex County Council,Writtle Library,45 The Green,Chelmsford,Essex,CM1 3DT,,Yes,LAL,,,09:00-17:00,09:00-17:00,09:00-13:00,13:00-17:00,09:00-17:00,09:00-13:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,No,,,https://libraries.essex.gov.uk/library-locations-and-opening-times/writtle-library/,writtle.library@essex.gov.uk
