name,code,postcode,address,website,email,opened,closed
Pennard Library,W06000011,SA3 2AD,"Pennard Library, Pennard Road, Southgate, Pennard, Swansea, SA3 2AD, Wales",https://www.swansea.gov.uk/pennardlibrary?contactid=2158,mailto:pennard.library@swansea.gov.uk,,
Pontarddulais Library,W06000011,SA4 8TE,"Pontarddulais Library, St Michaels Avenue, Pontarddulais, Swansea, Swansea, SA4 8TE, Wales",https://www.swansea.gov.uk/pontarddulaislibrary?contactid=2158,mailto:pontarddulais.library@swansea.gov.uk,,
Sketty Library,W06000011,SA2 0UN,"Sketty Library, Vivian Road, Sketty, Swansea, Swansea, SA2 0UN, Wales",https://www.swansea.gov.uk/skettylibrary?contactid=2158,,,
St Thomas Library,W06000011,SA1 8EZ,"St Thomas Library , Grenfell Park Road,  St Thomas,  Swansea,  SA1 8EZ.",https://www.swansea.gov.uk/stthomaslibrary?contactid=2158,mailto:st.thomas.library@swansea.gov.uk,,
Swansea Central Library,W06000011,SA1 3SN,"Swansea Central Library, Civic Centre,  Oystermouth Road,  Swansea,  SA1 3SN.",https://www.swansea.gov.uk/centrallibrary?contactid=2158,mailto:libraryline@swansea.gov.uk,,
Townhill Library,W06000011,SA1 6PH,"Townhill Library, Phoenix Centre, Paradise Park, Townhill, Swansea, SA1 6PH, Wales",https://www.swansea.gov.uk/townhilllibrary?contactid=2158,mailto:townhill.library@swansea.gov.uk,,
Baglan Library,W06000012,SA12 8PA,"Baglan Library, Laurel Avenue, Baglan, Port Talbot, Neath Port Talbot, SA12 8PA, Wales",https://www.npt.gov.uk/5729,mailto:baglan.library@npt.gov.uk,,
Blaengwynfi Library,W06000012,,"Blaengwynfi Library, Library & Public Hall, Jersey Road, Blaengwynfi, Port Talbot SA13 3TD",,,,
Briton Ferry Library,W06000012,SA11 2AQ,"Briton Ferry Community Library, Neath Road, Briton Ferry, Neath Port Talbot, SA11 2AQ",https://www.npt.gov.uk/5731,,,
Cwmafan Library,W06000012,SA12 9DF,"Cwmafan Library, Depot Road, Cwmafan, Port Talbot, Neath Port Talbot, SA12 9DF, Wales",https://www.npt.gov.uk/5732,mailto:cwmafan.library@npt.gov.uk,,
Cwmllynfell Library,W06000012,,"Cwmllynfell Library, 18 Gwilym Road, Cwmllynfell, Swansea SA9 2FG",,,,
Cymmer Afan Library,W06000012,,"Cymmer Afan Library, Street Road, Port Talbot SA13 3HR",,,,
Glynneath Library,W06000012,SA11 5DW,"Glynneath Library, Park Avenue, Glynneath, Neath, Neath Port Talbot, SA11 5DW, Wales",https://www.npt.gov.uk/5735,mailto:glynneath.library@npt.gov.uk,,
Neath Library,W06000012,SA11 3BA,"Neath Library, Victoria Gardens, Neath, Neath Port Talbot, SA11 3BA, Wales",https://www.npt.gov.uk/5738,mailto:neath.library@npt.gov.uk,1905-11-07T00:00:00Z,
Pontardawe Library,W06000012,,"Pontardawe Library, Holly Street, Pontardawe, Neath Port Talbot, SA8 4ET, Wales",https://www.npt.gov.uk/5740,mailto:pontardawe.library@npt.gov.uk,,
Port Talbot Library,W06000012,SA13 1PB,"Port Talbot Library, 1st Floor, Aberafan Shopping Centre, Port Talbot, Neath Port Talbot, SA13 1PB, Wales",https://www.npt.gov.uk/5742,mailto:porttalbot.library@npt.gov.uk,,
Resolven Library,W06000012,,"Resolven Library, Neath Road, Resolven, Neath, Neath SA11 4AA",,,,
Sandfields Library,W06000012,SA12 6TG,"Sandfields Library, Morrison Road, Sandfields, Port Talbot, Neath Port Talbot, SA12 6TG, Wales",https://www.npt.gov.uk/5746,mailto:sandfields.library@npt.gov.uk,,
Seven Sisters Library,W06000012,,"Seven Sisters Library, Seven Sisters Community Hall, Brynhyfryd Terrace, Seven Sisters, Neath, Neath Port Talbot, SA10 9BA",,,,
Skewen Library,W06000012,SA10 6UU,"Skewen Library, New Road, Skewen, Neath, Neath Port Talbot, SA10 6UU, Wales",https://www.npt.gov.uk/5748,mailto:skewen.library@npt.gov.uk,,
Taibach Library,W06000012,,"Taibach Library, Commercial Road, Taibach, Port Talbot, Neath Port Talbot, SA13 1LN",http://www.taibachlibrary.org.uk/,,,
Y Lolfa (Gwaun Cae Gurwen),W06000012,,"Y Lolfa, New Community Hall, New Road, Gwaun Cae Gurwen, Ammanford, Neath Port Talbot, SA18 1UN",,,,
Ystalyfera Library,W06000012,,"Ystalyfera Library, 72 Commercial Road, Ystalyfera, Swansea, SA9 2HS",,,,
Aberkenfig Library,W06000013,CF32 9PT,"Aberkenfig Library, Heol y Llyfrau, Aberkenfig, Bridgend, CF32 9PT, Wales",http://www.awen-libraries.com/aberkenfig-library/,mailto:aberkenfig.library@awen-wales.com,,
Betws Library,W06000013,CF32 8TB,"Betws Library, Betws Centre, Betws, Bridgend, Bridgend, CF32 8TB, Wales",http://www.awen-libraries.com/betws-library/,mailto:betws.library@awen-wales.com,,
Blaengarw Library,W06000013,,"Blaengarw Library, Blaengarw Infants School, Station Street, Blaengarw, Bridgend, CF32 8BA",,,,
Bridgend Library,W06000013,CF31 4AH,"Bridgend Library, Bridgend Life Centre, Angel Street, Bridgend, CF31 4AH, Wales",http://www.awen-libraries.com/bridgend-library/,mailto:bridgend.library@awen-wales.com,,
Maesteg Library,W06000013,CF34 9AA,"Maesteg Library, North's Lane, Maesteg, Bridgend, Bridgend, CF34 9AA, Wales",http://www.awen-libraries.com/maesteg-library/,mailto:maesteg.library@awen-wales.com,,
Ogmore Vale Library,W06000013,CF32 7AJ,"Ogmore Vale Library, Ogmore Valley Life Centre, Cwrt Gwalia, Bridgend, Bridgend, CF32 7AJ, Wales",http://www.awen-libraries.com/ogmore-vale-library/,mailto:ovlc-receptiongroup@haloleisure.org.uk,,
Pencoed Library,W06000013,CF35 5RA,"Pencoed Library, Penybont Road, Pencoed, Bridgend, Bridgend, CF35 5RA, Wales",http://www.awen-libraries.com/pencoed-library/,mailto:pencoed.library@awen-wales.com,,
Pontycymer Library,W06000013,CF32 8DE,"Pontycymer Library, 107 Oxford Street, Pontycymer, Bridgend, Bridgend, CF32 8DE, Wales",http://www.awen-libraries.com/pontycymer-library/,mailto:gvlc-receptiongroup@haloleisure.org.uk,,
Porthcawl Library,W06000013,CF36 3AG,"Porthcawl Library, Church Place, Porthcawl, Bridgend, Bridgend, CF36 3AG, Wales",http://www.awen-libraries.com/porthcawl-library/,mailto:porthcawl.library@awen-wales.com,,
Pyle Life Centre,W06000013,CF33 6BS,"Pyle Library, Pyle Life Centre, Helig Fan, Bridgend, Bridgend, CF33 6BS, Wales",http://www.awen-libraries.com/pyle-library/,mailto:pyle.library@awen-wales.com,,
Sarn Library,W06000013,CF32 9SW,"Sarn Library, Lifelong learning Centre, Merfield Close, Bridgend, Bridgend, CF32 9SW, Wales",http://www.awen-libraries.com/sarn-library/,mailto:sarn.library@awen-wales.com,,
Ty'r Ardd Library,W06000013,CF31 4AR,"Local and Family History Centre, Ty'r Ardd, Sunnyside, Bridgend, CF31 4AR",,,,
Y Llynfi Library,W06000013,CF34 9EB,"Y Llynfi Library, Maesteg Sports Centre,  Old Forge Site,  Nant-y-Crynwyd,  Maesteg,  Bridgend,  CF34 9EB",http://www.awen-libraries.com/y-llynfi-library/,mailto:yllynfi.library@awen-wales.com,,
Barry Council Office and Library,W06000014,CF63 4RW,"Barry Library, The County Library, King Square, Barry, CF63 4RW",http://www.valeofglamorgan.gov.uk/en/enjoying/libraries/libraries.aspx,mailto:barrylibrary@valeofglamorgan.gov.uk,1906-01-01T00:00:00Z,
Cowbridge Library,W06000014,CF71 7AH,"Cowbridge Library, Old Hall, High Street, Cowbridge, Vale Of Glamorgan, CF71 7AH, Wales",http://www.valeofglamorgan.gov.uk/en/enjoying/libraries/libraries.aspx,mailto:CowbridgeLibrary@valeofglamorgan.gov.uk,,
Dinas Powys Library,W06000014,CF64 4QU,"Dinas Powys Library, Fairoaks, The Murch, Dinas Powys, Vale Of Glamorgan, CF64 4QU, Wales",http://www.valeofglamorgan.gov.uk/en/enjoying/libraries/libraries.aspx,mailto:DinasPowysLibrary@valeofglamorgan.gov.uk,,
Llantwit Major Library,W06000014,CF61 1XZ,"Llantwit Major Library, Boverton Rd, Llantwit Major, Vale Of Glamorgan, CF61 1XZ, Wales",http://www.valeofglamorgan.gov.uk/enjoying/libraries/our_libraries/llantwit_major.aspx,mailto:LlantwitMajorLibrary@valeofglamorgan.gov.uk,,
Penarth Library,W06000014,CF64 2YT,"Penarth Library, Stanwell Road, Penarth, Vale of Glamorgan, CF64 2YT, Wales",,mailto:PenarthLibrary@valeofglamorgan.gov.uk,,
Rhoose Library,W06000014,CF62 3DS,"Rhoose Library, Fontygary Road, Rhoose, Vale Of Glamorgan, CF62 3DS, Wales",http://www.valeofglamorgan.gov.uk/enjoying/libraries/our_libraries/rhoose.aspx,mailto:RhooseLibrary@valeofglamorgan.gov.uk,,
St Athan Library,W06000014,CF62 4PL,"St Athan Library, Old Primary School, St Athan, Vale Of Glamorgan, CF62 4PL, Wales",http://www.valeofglamorgan.gov.uk/enjoying/libraries/our_libraries/st_athan.aspx,mailto:StAthanlibrary@valeofglamorgan.gov.uk,,
Sully and Lavernock Library,W06000014,CF64 5SP,"Sully Library, BP Sports & Social Club, South Road, Penarth, Vale Of Glamorgan, CF64 5SP, Wales",,mailto:sullylibrarytrust@gmail.com,,
Wenvoe Library,W06000014,,"Wenvoe Library, Springfield Close, Wenvoe, Cardiff CF5 6AN",,,,
Canton Library,W06000015,CF5 1QD,"Canton Library, Library Street, Canton, Cardiff, South Glamorgan, CF5 1QD, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Canton-Library.aspx,,1907-01-01T00:00:00Z,
Cardiff Central Library,W06000015,CF10 1FL,"Cardiff Central Library Hub, The Hayes, Cardiff, Cardiff, South Glamorgan, CF10 1FL, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Central-Library.aspx,mailto:centrallibrary@cardiff.gov.uk,,
Cathays Library,W06000015,CF24 4PW,"Cathays and Heritage Library, Fairoak Road, Cathays, Cardiff, South Glamorgan, CF24 4PW, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Cathays-Library.aspx,,,
Ely & Caerau Hub,W06000015,,"Ely Library, 1 Cowbridge Road West, Cardiff, CF5 5BQ",,,,
Fairwater Library,W06000015,CF5 3HU,"Fairwater Library Hub, Doyle Avenue, Fairwater, Cardiff, South Glamorgan, CF5 3HU, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Fairwater-Library.aspx,,,
Grangetown Library,W06000015,CF11 7LY,"Grangetown Library, Redlaver Street, Grangetown, Cardiff, South Glamorgan, CF11 7LY, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Grangetown-Library.aspx,,,
Llandaff North Library,W06000015,CF14 2HU,"Llandaff North and Gabalfa Hub, Gabalfa Avenue, Llandaff North, Cardiff, South Glamorgan, CF14 2HU, Wales",https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/llandaff-north-and-gabalfa-hub/Pages/default.aspx,,,
Llanedeyrn Library,W06000015,CF23 9PN,"Llanedeyrn Library and Hub, The Powerhouse Hub,  Roundwood,  Llanedeyrn,  Cardiff, CF23 9PN",https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Llanedeyrn-Hub/Pages/default.aspx,,,
Llanishen Library,W06000015,CF14 5LS,"Llanishen Library, Llanishen Hub,  11 Station Road,  Cardiff,  CF14 5LS",https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Llanishen-Hub/Pages/default.aspx,,,
Llanrumney Library,W06000015,CF3 5NQ,"Llanrumney Library, Countisbury Avenue, Llanrumney, Cardiff, South Glamorgan, CF3 5NQ, Wales",https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/llanrumney-hub/Pages/default.aspx,,,
Penylan Library,W06000015,CF23 5HW,"Penylan Library, Penylan Road, Penylan, Cardiff, South Glamorgan, CF23 5HW, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Penylan-Library.aspx,,,
Radyr Library,W06000015,CF15 8DF,"Radyr Library, Park Road, Radyr, Cardiff, South Glamorgan, CF15 8DF, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Radyr-Library.aspx,,,
Rhiwbina Library,W06000015,CF14 6EH,"Rhiwbina Library, Pen-y-Dre, Rhiwbina, Cardiff, South Glamorgan, CF14 6EH, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Rhiwbina-Library.aspx,,,
Rhydypennau Library,W06000015,CF23 6EG,"Rhydypennau Library, Llandennis Road, Rhydypennau, Cardiff, South Glamorgan, CF23 6EG, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Rhydypennau-Library.aspx,,,
Rumney Library,W06000015,CF3 3JA,"Rumney Library and partnership Hub, Llanstephan Road,  Rumney,  Cardiff,  CF3 3JA",https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/Rumney-Partnership-Hub/Pages/default.aspx,,,
STAR Library,W06000015,CF24 2SJ,"STAR Library and Hub, Muirton Road,  Cardiff,  CF24 2SJ",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Splott-Library.aspx,,,
St Mellons Library,W06000015,CF3 0EF,"St Mellons Library and Hub, Crickhowell Road, St Mellons, Cardiff, South Glamorgan, CF3 0EF, Wales",https://www.cardiff.gov.uk/ENG/resident/hubs-and-housing-offices/st-mellons-hub/Pages/default.aspx,,,
Tongwynlais Library,W06000015,CF15 7NP,"Tongwynlais Library, Tanyard Day Centre, Tongwynlais, Cardiff, South Glamorgan, CF15 7NP, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Tongwynlais-Library.aspx,,,
Whitchurch Library,W06000015,CF14 7XA,"Whitchurch Library, Park Road, Whitchurch, Cardiff, South Glamorgan, CF14 7XA, Wales",https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Whitchurch-Library.aspx,,,
Abercynon Library,W06000016,CF45 4SU,"Abercynon Library, Ynysmeurig Road, Abercynon, Rhondda Cynon Taf, CF45 4SU, Wales",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/AbercynonLibrary.aspx,mailto:Abercynon.Library@rctcbc.gov.uk,,
Aberdare Library,W06000016,CF44 7AG,"Aberdare Library, Green Street, Aberdare, Rhondda Cynon Taf, CF44 7AG, Wales",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/AberdareLibrary.aspx,mailto:aberdare.library@rhondda-cynon-taf.gov.uk,,
Beddau Library,W06000016,,"Beddau Library, Tynant Road, Beddau, Pontypridd CF38 2DA",,,,
Church Village Library,W06000016,CF38 1RQ,"Church Village Library, Garth Olwg Community Campus,  Off St Illtyd’s Road,  Church Village,  Pontypridd,  CF38 1RQ",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/ChurchVillageLibrary.aspx,mailto:ChurchVillage.Library@rctcbc.gov.uk,,
Ferndale Library,W06000016,CF43 4RH,"Ferndale Library, High Street, Ferndale, Rhondda Cynon Taf, CF43 4RH, Wales",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/FerndaleLibrary.aspx,mailto:Ferndale.Library@rctcbc.gov.uk,,
Hirwaun Library,W06000016,CF44 9SW,"Hirwaun Library, High Street, Hirwaun, Rhondda Cynon Taf, CF44 9SW, Wales",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/HirwaunLibrary.aspx,mailto:Hirwaun.Library@rctcbc.gov.uk,,
Llantrisant Library,W06000016,CF72 8EB,"Llantrisant Library, Llantrisant Community Library ,  Llantrisant Leisure Centre,  Southgate Park,  Llantrisant,  CF72 8DJ",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/LlantrisantLibrary.aspx,mailto:Llantrisant.Library@rctcbc.gov.uk,,
Maerdy Library,W06000016,,"Maerdy Library, Library, Dyfodwg Street, Treorchy CF42 6NN",,,,
Mountain Ash Library,W06000016,CF45 3EY,"Mountain Ash Library, Knight Street, Mountain Ash, Rhondda Cynon Taf, CF45 3EY, Wales",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/MountainAshLibrary.aspx,mailto:MountainAsh.Library@rctcbc.gov.uk,,
Pontyclun Library,W06000016,CF72 9BE,"Pontyclun Library, Heol-y-Felin,  Pontyclun,  CF72 9BE",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/PontyclunLibrary.aspx,mailto:Pontyclun.Library@rctcbc.gov.uk,,
Pontypridd Library,W06000016,CF37 2DY,"Pontypridd Library, Library Road, Pontypridd, Rhondda Cynon Taf, CF37 2DY, Wales",http://www.rctcbc.gov.uk/EN/Resident/SchoolsandLearning/Libraries/Librarylocationsandopeninghours/PontypriddLibrary.aspx,mailto:Pontypridd.Library@rctcbc.gov.uk,,
Porth Library,W06000016,CF39 9PG,"Porth Library, Porth Plaza,  Pontypridd Road, Porth, Rhondda Cynon Taf, CF39 9PG",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/PorthLibrary.aspx,mailto:Porth.Library@rctcbc.gov.uk,,
Rhydyfelin Library,W06000016,,"Rhydyfelin Library, Poplar Road, Rhydyfelin, Rhondda Cynon Taf, CF37 5LR, Wales",https://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/RhydyfelinLibrary.aspx,mailto:Rhydyfelin.Library@rctcbc.gov.uk,,
Taffs Well Library,W06000016,,"Taffs Well Library, Scimitar Court, Cardiff Road, Taff's Well, Cardiff CF15 7RF",,,,
Tonypandy Library,W06000016,CF40 2QZ,"Tonypandy Library, De Winton Street, Tonypandy, Rhondda Cynon Taf, CF40 2QZ, Wales",http://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/TonypandyLibrary.aspx,mailto:Tonypandy.Library@rctcbc.gov.uk,,
Tonyrefail Library,W06000016,,"Tonyrefail Library, Porth Street, Porth CF39 9RT",,,,
Treherbert Library,W06000016,,"Treherbert Library, Bute Street, Treorchy CF42 5NR",,,,
Treorchy Library,W06000016,CF42 6NN,"Treorchy Library, Station Road, Treorchy, Rhondda Cynon Taf, CF42 6NN, Wales",https://www.rctcbc.gov.uk/EN/Resident/Libraries/Librarylocationsandopeninghours/TreorchyLibrary.aspx,,,
Aberbargoed Library,W06000018,CF81 9BB,"Aberbargoed Library, Pant Street, Aberbargoed, Caerphilly, CF81 9BB, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Aberbargoed-library,mailto:libabarg@caerphilly.gov.uk,,
Abercarn Library,W06000018,NP11 5DT,"Abercarn Library, 1 Duffryn Court,  Abercarn. NP11 5DT",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Abercarn-library.aspx,mailto:libaberc@caerphilly.gov.uk,,
Abertridwr Library,W06000018,CF83 4EJ,"Abertridwr Library, Aberfawr Road, Abertridwr, Caerphilly, CF83 4EJ, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Abertridwr-library.aspx,mailto:libatrid@caerphilly.gov.uk,,
Bargoed Library,W06000018,CF81 8QQ,"Bargoed Library, Hanbury Chapel,  6a Hanbury Road,  Bargoed. CF81 8QR",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Bargoed-library.aspx,mailto:libraries@caerphilly.gov.uk,,
Bedwas Library,W06000018,CF83 8BJ,"Bedwas Library, Newport Road, Bedwas, Caerphilly, CF83 8BJ, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Bedwas-library.aspx,mailto:libbedw@caerphilly.gov.uk,,
Blackwood Library,W06000018,NP12 1AJ,"Blackwood Library, 192 High Street, Blackwood, Caerphilly, NP12 1AJ, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Blackwood-library.aspx,mailto:libblack@caerphilly.gov.uk,,
Caerphilly Library,W06000018,CF83 1JL,"Caerphilly Library, The Twyn,  Caerphilly, CF83 1JL, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Caerphilly-library.aspx,mailto:libcaer@caerphilly.gov.uk,,
Deri Library,W06000018,CF81 9HT,"Deri Library, Bailey Street, Deri, Bargoed, Caerphilly, CF81 9HT, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Deri-library.aspx,mailto:libderi@caerphilly.gov.uk,,
Llanbradach Library,W06000018,CF83 3LP,"Llanbradach Library, School Street, Llanbradach, Caerphilly, CF83 3LP, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Llanbradach-library.aspx,mailto:Liblab2@caerphilly.gov.uk,,
Machen Library,W06000018,CF83 8ND,"Machen Library, Village Hall & Social Centre, Machen, Caerphilly, CF83 8ND, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Machen-library.aspx,mailto:libmach@caerphilly.gov.uk,,
Nelson Library,W06000018,CF46 6NF,"Nelson Library and Learning Centre, Commercial Street, Nelson, Caerphilly, CF46 6NF, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Nelson-library.aspx,mailto:libnels@caerphilly.gov.uk,,
New Tredegar Library,W06000018,NP24 6EF,"New Tredegar Library, Whiterose Learning and Resource Centre,  School Street,  Elliottown,  New Tredegar. NP24 6EF",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/New-Tedegar-library.aspx,mailto:whrrc@caerphilly.gov.uk,,
Newbridge Library,W06000018,NP11 4FH,"Newbridge Library, Newbridge Memo,  High Street,  Newbridge. NP11 4FH",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Newbridge-library.aspx,mailto:libnewb@caerphilly.gov.uk,,
Oakdale Library,W06000018,NP12 0HN,"Oakdale Library, Cwrt Cwmderwen, Oakdale, NP12 0HN",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Oakdale-library.aspx,mailto:liboakd@caerphilly.gov.uk,,
Pengam Library,W06000018,NP12 3AB,"Pengam Library, Ivor Street,  Pengam,  Blackwood,  NP12 3AB",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Pengam-library.aspx,mailto:libpeng@caerphilly.gov.uk,,
Rhymney Library,W06000018,NP22 5NU,"Rhymney Library, Victoria Road, Rhymney, Tredegar, Caerphilly, NP22 5NU, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Rhymney-library.aspx,mailto:librhym@caerphilly.gov.uk,,
Risca Library,W06000018,NP11 6BW,"Risca Library, Unit C,  Risca Palace,  75 Tredegar Street,  Risca,  NP11 6BW",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Risca-library.aspx,mailto:librisca@caerphilly.gov.uk,,
Ystrad Mynach Library,W06000018,CF82 7BB,"Ystrad Mynach Library, High Street, Ystrad Mynach, Caerphilly, CF82 7BB, Wales",http://www.caerphilly.gov.uk/Services/Libraries/Library-locations-and-opening-times/Ystrad-Mynach-library.aspx,mailto:libystr@caerphilly.gov.uk,,
Abertillery Library,W06000019,NP13 1TE,"Abertillery Library, Station Hill, Abertillery, Blaenau Gwent, NP13 1TE, Wales",http://aneurinleisure.org.uk/libraries/abertillery-library,,,
Blaina Library,W06000019,NP13 3BN,"Blaina Library, Reading Institute, High Street, Blaina, Blaenau Gwent, NP13 3BN, Wales",http://aneurinleisure.org.uk/libraries/blaina-library,,,
Brynmawr Library,W06000019,NP23 4AJ,"Brynmawr Library, Market Street, Brynmawr, Blaenau Gwent, NP23 4AJ, Wales",http://aneurinleisure.org.uk/libraries/brynmawr-library,,,
Cwm Library,W06000019,NP23 7RW,"Cwm Library, Canning Street, Cwm, Blaenau Gwent, NP23 7RW, Wales",http://aneurinleisure.org.uk/libraries/cwm-library,,,
Ebbw Vale Library,W06000019,NP23 6HS,"Ebbw Vale Library, 21 Bethcar Street, Ebbw Vale, Blaenau Gwent, NP23 6HS, Wales",http://aneurinleisure.org.uk/libraries/ebbw-vale-library,,,
Tredegar Library,W06000019,NP22 3PS,"Tredegar Library, The Circle, Tredegar, Blaenau Gwent, NP22 3PS, Wales",http://aneurinleisure.org.uk/libraries/tredegar-library,,,
Blaenavon Library,W06000020,NP4 9AS,"Blaenavon Library, Blaenavon World Heritage Centre and Library,  Church Road,  Blaenavon,  NP4 9AS",https://www.torfaen.gov.uk/en/Libraries/Libraries-mobilelibraryservice/Blaenavon-Library.aspx,mailto:blaenavon.library@torfaen.gov.uk,,
Cwmbran Library,W06000020,NP44 1XQ,"Cwmbran Library, Gwent House,  NP44 1XQ, Town Centre, Cwmbran, Torfaen, NP44 1XQ, Wales",https://www.torfaen.gov.uk/en/Libraries/Libraries-mobilelibraryservice/Cwmbran-Library.aspx,mailto:cwmbran.library@torfaen.gov.uk,,
Pontypool Library,W06000020,NP4 6JL,"Pontypool Library, Hanbury Road, Pontypool, Torfaen, NP4 6JL, Wales",https://www.torfaen.gov.uk/en/Libraries/Libraries-mobilelibraryservice/Pontypool-Library.aspx,mailto:pontypool.library@torfaen.gov.uk,,
Abergavenny Public Library,W06000021,NP7 5BD,"Abergavenny Library, Baker Street, Abergavenny, Monmouthshire, NP7 5BD, Wales",http://www.monmouthshire.gov.uk/community-hubs-libraries/abergavenny-community-hub/abergavenny-library,,1906-09-08T00:00:00Z,
Caldicot Library,W06000021,NP26 5DB,"Caldicot Library, Woodstock Way, Caldicott, Monmouthshire, NP26 5DB, Wales",http://www.monmouthshire.gov.uk/community-hubs-libraries/caldicot-community-hub/caldicot-library,,,
Chepstow Library,W06000021,NP16 5HZ,"Chepstow Library, Manor Way, Chepstow, Monmouthshire, NP16 5HZ, Wales",http://www.monmouthshire.gov.uk/community-hubs-libraries/chepstow-community-hub/chepstow-library,,,
Gilwern Library,W06000021,NP7 0DS,"Gilwern Library, Gilwern Education Centre,  Upper Common,  Gilwern,  Abergavenny NP7 0DS",http://www.monmouthshire.gov.uk/community-hubs-libraries/gilwern-library,,,
Monmouth Library,W06000021,NP25 3BY,"Monmouth Library, The Rolls Hall, Whitecross Street, Monmouth, Monmouthshire, NP25 3BY, Wales",http://www.monmouthshire.gov.uk/community-hubs-libraries/monmouth-community-hub/monmouth-library,,1888-05-24T00:00:00Z,
Usk Library,W06000021,NP15 1AE,"Usk Library, 18a Maryport Street, Usk, Monmouthshire, NP15 1AE, Wales",http://www.monmouthshire.gov.uk/community-hubs-libraries/usk-community-hub/usk-library,,,
Bettws Library and Information Centre,W06000022,NP20 7TN,"Bettws Library and Information Centre, Bettws Library and Information Centre,  Bettws,  Newport NP20 7TN",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Bettws-Library-and-Information-Centre.aspx,,,
Caerleon Library and Information Centre,W06000022,NP18 1AW,"Caerleon Library, Caerleon Library and Information Centre,  Town Hall,  Church Street,  Caerleon NP18 1AW",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Caerleon-Library-and-Information-Centre.aspx,mailto:caerleon.library@newport.gov.uk,,
